messageId,platform,runtimeKey,namespace,owner,surface,status,displayPolicy,maxLength,emptyLocales,termIds,context,route,component,screenshotRef,ko,en,ja,zh,th,vi,serverMessageKey,updatedAt
page.landing.hero.phraseSchedule,web,page.landing.hero.phraseSchedule,page.landing,landing,text,imported,,,,,,,,,"교대 근무표,","Shift schedules,",交代勤務表、,轮班排班，,"ตารางเวร,","lịch thay đổi,",,2026-06-10
page.landing.hero.phraseWard,web,page.landing.hero.phraseWard,page.landing,landing,text,imported,,,,,,,,,"병동 관리,","Ward operations,",病棟管理、,病区管理、,"การจัดการหอผู้ป่วย,","Hoạt động của khoa,",,2026-06-10
page.landing.hero.suffix,web,page.landing.hero.suffix,page.landing,landing,text,imported,,,,,,,,,듀팅으로 더 간편하게,made easier with Dutying,Dutyingでもっと簡単に,用 Dutying 更轻松,ง่ายขึ้นด้วย Dutying,trở nên dễ dàng hơn với Dutying,,2026-06-10
page.landing.imageAlt.appLogo,web,page.landing.imageAlt.appLogo,page.landing,landing,accessibility,imported,,,,,,,,,듀팅 앱 로고 이미지,Dutying app logo image,Dutyingアプリロゴ画像,Dutying App 标志图片,ภาพโลโก้แอป Dutying,Hình ảnh logo ứng dụng nghĩa vụ,,2026-06-10
page.landing.imageAlt.appScreen,web,page.landing.imageAlt.appScreen,page.landing,landing,accessibility,imported,,,,,,,,,앱 화면,App screen,アプリ画面,App 画面,หน้าจอแอป,Màn hình ứng dụng,,2026-06-10
page.landing.imageAlt.integration,web,page.landing.imageAlt.integration,page.landing,landing,accessibility,imported,,,,,,,,,간호사가 앱으로 근무 신청을 확인하는 모습,A nurse reviewing shift requests in the app,看護師がアプリで勤務希望を確認している画面,护士在 App 中查看班次申请的画面,หน้าจอที่พยาบาลตรวจคำขอเวรในแอป,Một điều dưỡng đang xem xét các Yêu cầu ca trực trong ứng dụng,,2026-06-10
page.landing.imageAlt.mobileHero,web,page.landing.imageAlt.mobileHero,page.landing,landing,accessibility,imported,,,,,,,,,듀팅 앱 근무 일정 화면,Dutying app shift schedule screen,Dutyingアプリの勤務予定画面,Dutying App 排班日程画面,หน้าจอตารางเวรในแอป Dutying,Màn hình lịch ca làm việc của ứng dụng trực,,2026-06-10
page.landing.imageAlt.wardBoard,web,page.landing.imageAlt.wardBoard,page.landing,landing,accessibility,imported,,,,,,,,,병동 게시판 화면,Ward board screen,病棟掲示板画面,病区公告栏屏幕,หน้าจอบอร์ดประกาศของหอผู้ป่วย,Màn hình bảng khoa,,2026-06-10
page.landing.imageAlt.webSchedule,web,page.landing.imageAlt.webSchedule,page.landing,landing,accessibility,imported,,,,,,,,,듀팅 웹 근무표 작성 화면,Dutying web schedule editor screen,Dutying Web勤務表作成画面,Dutying Web 排班表编辑画面,หน้าจอแก้ไขตารางเวรบน Dutying Web,Màn hình soạn lịch web Dutying,,2026-06-10
page.landing.mobileBenefits.community.description,web,page.landing.mobileBenefits.community.description,page.landing,landing,description,imported,,,,,,,,,간호사끼리 필요한 정보와 이야기를 가볍게 나눠요.,Share useful information and everyday stories with nurses.,看護師同士で必要な情報や日々の話題を気軽に共有できます。,护士之间轻松分享必要信息和日常话题。,แชร์ข้อมูลที่จำเป็นและเรื่องราวประจำวันระหว่างพยาบาลได้ง่ายๆ,Chia sẻ những thông tin hữu ích và những câu chuyện đời thường với điều dưỡng.,,2026-06-10
page.landing.mobileBenefits.community.title,web,page.landing.mobileBenefits.community.title,page.landing,landing,accessibility,imported,,,,,,,,,널톡 커뮤니티,Nurse community,看護師コミュニティ,护士社区,ชุมชนพยาบาล,cộng đồng điều dưỡng,,2026-06-10
page.landing.mobileBenefits.schedule.description,web,page.landing.mobileBenefits.schedule.description,page.landing,landing,description,imported,,,,,,,,,내 근무표와 개인 일정을 앱에서 바로 확인해요.,Check your shifts and personal events right in the app.,自分の勤務表と個人予定をアプリですぐ確認できます。,在 App 中直接查看我的排班表和个人日程。,ดูตารางเวรและตารางส่วนตัวของฉันได้ทันทีในแอป,Kiểm tra ca làm việc và sự kiện cá nhân của bạn ngay trong ứng dụng.,,2026-06-10
page.landing.mobileBenefits.schedule.title,web,page.landing.mobileBenefits.schedule.title,page.landing,landing,accessibility,imported,,,,,,,,,근무 일정 확인,Shift schedule,勤務予定の確認,查看排班安排,ดูตารางเวร,Lịch ca,,2026-06-10
page.landing.mobileBenefits.ward.description,web,page.landing.mobileBenefits.ward.description,page.landing,landing,description,imported,,,,,,,,,병동과 연결해 신청근무와 휴일 요청을 간편하게 보내요.,Connect to your ward and send shift or day-off requests easily.,病棟とつながり、勤務希望や休み希望を簡単に送れます。,连接病区，轻松发送班次和休假申请。,เชื่อมต่อกับหอผู้ป่วย แล้วส่งคำขอเวรหรือวันหยุดได้ง่ายขึ้น,Kết nối với khoa của bạn và gửi yêu cầu ca hoặc ngày nghỉ một cách dễ dàng.,,2026-06-10
page.landing.mobileBenefits.ward.title,web,page.landing.mobileBenefits.ward.title,page.landing,landing,accessibility,imported,,,,,,,,,병동 연동,Ward connection,病棟連携,病区联动,เชื่อมต่อหอผู้ป่วย,Kết nối khoa,,2026-06-10
page.landing.mobileHero.benefitsLabel,web,page.landing.mobileHero.benefitsLabel,page.landing,landing,accessibility,imported,,,,,,,,,앱 주요 기능,Key app features,アプリの主な機能,App 主要功能,ฟีเจอร์หลักของแอป,Các tính năng ứng dụng chính,,2026-06-10
page.landing.mobileHero.benefitsTitleLine1,web,page.landing.mobileHero.benefitsTitleLine1,page.landing,landing,accessibility,imported,,,,,,,,,간호사에게 꼭 필요한 기능을,Built around what,看護師に必要な機能を,把护士必备功能,ฟีเจอร์ที่พยาบาลต้องใช้,Được xây dựng xung quanh những gì,,2026-06-10
page.landing.mobileHero.benefitsTitleLine2,web,page.landing.mobileHero.benefitsTitleLine2,page.landing,landing,accessibility,imported,,,,,,,,,듀팅에 담았어요,nurses need every day,Dutyingにまとめました,都装进 Dutying,รวมไว้ใน Dutying,điều dưỡng cần mỗi ngày,,2026-06-10
page.landing.mobileHero.communityAria,web,page.landing.mobileHero.communityAria,page.landing,landing,accessibility,imported,,,,,,,,,"커리어, 임상, 고민까지 듀팅에서 나눠요","Share career, clinical, and daily concerns in Dutying",キャリア、臨床、悩みまでDutyingで共有できます,职业、临床和烦恼，都在 Dutying 分享,แชร์เรื่องงาน คลินิก และความกังวลได้ใน Dutying,"Chia sẻ mối quan tâm về nghề nghiệp, lâm sàng và hàng ngày trong Dutying",,2026-06-10
page.landing.mobileHero.communityLine1,web,page.landing.mobileHero.communityLine1,page.landing,landing,text,imported,,,,,,,,,"커리어, 임상, 고민까지","Talk career, clinic,",キャリア、臨床、悩みも,职业、临床、烦恼,เรื่องงาน คลินิก และความกังวล,"Nói chuyện nghề nghiệp, phòng khám,",,2026-06-10
page.landing.mobileHero.communityLine2,web,page.landing.mobileHero.communityLine2,page.landing,landing,text,imported,,,,,,,,,듀팅에서 나눠요,and daily concerns,Dutyingで共有,都在 Dutying 分享,แชร์ได้ใน Dutying,và những mối quan tâm hàng ngày,,2026-06-10
page.landing.mobileHero.description,web,page.landing.mobileHero.description,page.landing,landing,description,imported,,,,,,,,,"근무 확인부터 신청근무/휴일 요청, 병동 소식까지 앱에서 바로 챙겨요.","Keep shifts, requests, days off, and ward updates together in the app.",勤務確認から勤務希望・休み希望、病棟のお知らせまでアプリでまとめて確認できます。,从班次确认、班次/休假申请到病区消息，都可以在 App 中处理。,ตั้งแต่เช็กเวร ส่งคำขอเวร/วันหยุด ไปจนถึงข่าวจากหอผู้ป่วย ทำได้ในแอป,"Giữ các ca làm việc, yêu cầu, ngày nghỉ và cập nhật khoa cùng nhau trong ứng dụng.",,2026-06-10
page.landing.mobileHero.downloadEyebrow,web,page.landing.mobileHero.downloadEyebrow,page.landing,landing,text,imported,,,,,,,,,듀팅 앱 다운로드,Download Dutying,Dutyingアプリをダウンロード,下载 Dutying App,ดาวน์โหลดแอป Dutying,Tải Dutying,,2026-06-10
page.landing.mobileHero.downloadTitleLine1,web,page.landing.mobileHero.downloadTitleLine1,page.landing,landing,accessibility,imported,,,,,,,,,내 근무와 병동 소식을,Do not miss your shifts,自分の勤務と病棟のお知らせを,我的班次和病区消息,ไม่พลาดตารางเวรของฉัน,Đừng bỏ lỡ ca làm việc của bạn,,2026-06-10
page.landing.mobileHero.downloadTitleLine2,web,page.landing.mobileHero.downloadTitleLine2,page.landing,landing,accessibility,imported,,,,,,,,,앱으로 놓치지 마세요,or ward updates,アプリで見逃さない,用 App 不再错过,และข่าวจากหอผู้ป่วย,hoặc cập nhật khoa,,2026-06-10
page.landing.mobileHero.requestAria,web,page.landing.mobileHero.requestAria,page.landing,landing,accessibility,imported,,,,,,,,,신청근무와 휴일 요청을 더 쉽게 보내요,Send shift and day-off requests more easily,勤務希望と休み希望をもっと簡単に送れます,更轻松地发送班次和休假申请,ส่งคำขอเวรและวันหยุดได้ง่ายขึ้น,Gửi yêu cầu ca và ngày nghỉ dễ dàng hơn,,2026-06-10
page.landing.mobileHero.requestLine1,web,page.landing.mobileHero.requestLine1,page.landing,landing,text,imported,,,,,,,,,신청근무와 휴일 요청을,Send shift and day-off,勤務希望と休み希望を,班次和休假申请,ส่งคำขอเวรและวันหยุด,Gửi ca và ngày nghỉ,,2026-06-10
page.landing.mobileHero.requestLine2,web,page.landing.mobileHero.requestLine2,page.landing,landing,text,imported,,,,,,,,,더 쉽게 보내요,requests more easily,もっと簡単に送信,轻松发送,ได้ง่ายขึ้น,yêu cầu dễ dàng hơn,,2026-06-10
page.landing.mobileHero.scheduleAria,web,page.landing.mobileHero.scheduleAria,page.landing,landing,accessibility,imported,,,,,,,,,"내 근무 일정, 듀팅에서 바로 확인해요",Check your shifts instantly in Dutying,自分の勤務予定をDutyingですぐ確認できます,在 Dutying 立即查看我的排班安排,ดูตารางเวรของฉันได้ทันทีใน Dutying,Kiểm tra ca làm việc của bạn ngay lập tức trong Dutying,,2026-06-10
page.landing.mobileHero.scheduleLine1,web,page.landing.mobileHero.scheduleLine1,page.landing,landing,text,imported,,,,,,,,,"내 근무 일정,",Check your shifts,自分の勤務予定を,我的排班安排，,ตารางเวรของฉัน,Kiểm tra ca làm việc của bạn,,2026-06-10
page.landing.mobileHero.scheduleLine2,web,page.landing.mobileHero.scheduleLine2,page.landing,landing,text,imported,,,,,,,,,듀팅에서 바로 확인해요,instantly in Dutying,Dutyingですぐ確認,在 Dutying 立即查看,ดูได้ทันทีใน Dutying,ngay lập tức trong Dutying,,2026-06-10
page.landing.mobileHero.wardAria,web,page.landing.mobileHero.wardAria,page.landing,landing,accessibility,imported,,,,,,,,,병동 소식도 듀팅으로 바로 받아요,Get ward updates right in Dutying,病棟のお知らせもDutyingですぐ受け取れます,病区消息也能通过 Dutying 立即接收,รับข่าวจากหอผู้ป่วยได้ทันทีผ่าน Dutying,Nhận cập nhật khoa ngay trong Dutying,,2026-06-10
page.landing.mobileHero.wardLine1,web,page.landing.mobileHero.wardLine1,page.landing,landing,text,imported,,,,,,,,,병동 소식도,Get ward updates,病棟のお知らせも,病区消息也能,ข่าวจากหอผู้ป่วย,Nhận thông tin cập nhật về khoa,,2026-06-10
page.landing.mobileHero.wardLine2,web,page.landing.mobileHero.wardLine2,page.landing,landing,text,imported,,,,,,,,,듀팅으로 바로 받아요,right in Dutying,Dutyingですぐ確認,通过 Dutying 立即接收,รับได้ทันทีผ่าน Dutying,ngay trong Dutying,,2026-06-10
page.landing.title,web,page.landing.title,page.landing,landing,accessibility,imported,,,,,,,,,"근무표
이제 더 간편하게!","Duty Schedule
Now Easier!","勤務表を
もっと簡単に！","排班表
现在更轻松了！","ตารางเวร
ง่ายขึ้นกว่าเดิม!","lịch trực
Bây giờ dễ dàng hơn!",,2026-06-10
page.landing.webSection.pill,web,page.landing.webSection.pill,page.landing,landing,text,imported,,,,,,,,,Web,Web,Web,Web,Web,Web,,2026-06-10
page.landing.webSection.titleHighlight,web,page.landing.webSection.titleHighlight,page.landing,landing,accessibility,imported,,,,,,,,,AI로 1분,1 minute with AI,AIで1分,AI 1 分钟,AI ใน 1 นาที,1 phút với AI,,2026-06-10
page.landing.webSection.titleLine1,web,page.landing.webSection.titleLine1,page.landing,landing,accessibility,imported,,,,,,,,,"복잡한 근무표,","Complex schedules,",複雑な勤務表を、,复杂的排班表，,"ตารางเวรที่ซับซ้อน,","lịch phức tạp,",,2026-06-10
page.landing.webSection.titleLine2Prefix,web,page.landing.webSection.titleLine2Prefix,page.landing,landing,accessibility,imported,,,,,,,,,이제,now built in,これからは,用,ใช้,bây giờ được xây dựng trong,,2026-06-10
page.landing.webSection.titleLine2Suffix,web,page.landing.webSection.titleLine2Suffix,page.landing,landing,accessibility,imported,,,en,,,,,,만에 만들기,,で作成,就能完成,ก็สร้างได้,là xong,,2026-06-10
page.login.appleContinue,web,page.login.appleContinue,page.login,login,text,imported,,,,,,,,,Apple로 계속하기,Continue with Apple,Appleで続ける,继续使用苹果,ต่อด้วย Apple,Tiếp tục với Apple,,2026-06-10
page.login.appleCta,web,page.login.appleCta,page.login,login,text,imported,,,,,,,,,Apple 계정으로 시작하기,Continue with Apple,Appleアカウントで始める,开始使用您的 Apple 帐户,ต่อด้วย Apple,Tiếp tục với Apple,,2026-06-10
page.login.appleStart,web,page.login.appleStart,page.login,login,text,imported,,,,,,,,,Apple로 시작하기,Start with Apple,Appleで始める,开始使用苹果,เริ่มต้นด้วย Apple,Bắt đầu với Apple,,2026-06-10
page.login.backToLogin,web,page.login.backToLogin,page.login,login,text,imported,,,,,,,,,로그인으로 돌아가기,Back to sign in,ログインに戻る,返回登录,กลับไปลงชื่อเข้าใช้,Quay lại để đăng nhập,,2026-06-10
page.login.continuePrefix,web,page.login.continuePrefix,page.login,login,text,imported,,,,,,,,,계속하면,"By continuing, you agree to the",続行すると,如果你继续,การดำเนินการต่อแสดงว่าคุณยอมรับ,"Bằng cách tiếp tục, bạn đồng ý với",,2026-06-10
page.login.demoExpired.bannerDescription,web,page.login.demoExpired.bannerDescription,page.login,login,description,imported,,,,,,,,,"정식 전환 API는 준비 중이라, 이번 단계에서는 로그인 후 회원가입 절차로 연결해요.","The full conversion API is still in progress, so for now we will guide you through login and signup first.",正式切り替えAPIは準備中のため、現段階ではログイン後に登録手続きへ案内します。,官方转换API正在准备中，因此现阶段正在在登录后连接到会员注册流程。,API การแปลงแบบเต็มยังอยู่ระหว่างดำเนินการ ดังนั้นในตอนนี้เราจะแนะนำคุณเกี่ยวกับการเข้าสู่ระบบและการลงทะเบียนก่อน,"API chuyển đổi đầy đủ vẫn đang được tiến hành, vì vậy bây giờ chúng tôi sẽ hướng dẫn bạn đăng nhập và đăng ký trước.",,2026-06-10
page.login.demoExpired.bannerTitle,web,page.login.demoExpired.bannerTitle,page.login,login,accessibility,imported,,,,,,,,,체험 종료 후 전환 안내,Demo ended,体験終了後のご案内,试用结束后转换的信息,การสาธิตสิ้นสุดลงแล้ว,Bản demo đã kết thúc,,2026-06-10
page.login.demoExpired.description,web,page.login.demoExpired.description,page.login,login,description,imported,,,,,,,,,"체험 시간은 끝났지만, 지금 가입하면 정식 계정 등록 절차를 바로 시작할 수 있어요.","Your demo time has ended, but you can immediately continue with the full signup flow.",体験時間は終了しましたが、今すぐ登録すると正式なアカウント登録へ進めます。,试用期已结束，但如果您现在注册，则可以立即开始公众号注册流程。,เวลาสาธิตของคุณสิ้นสุดลงแล้ว แต่คุณสามารถดำเนินการต่อตามขั้นตอนการลงทะเบียนแบบเต็มได้ทันที,Thời gian dùng thử của bạn đã kết thúc nhưng bạn có thể tiếp tục ngay với quy trình đăng ký đầy đủ.,,2026-06-10
page.login.demoExpired.title,web,page.login.demoExpired.title,page.login,login,accessibility,imported,,,,,,,,,회원가입하고 이어서 사용하기,Sign up and keep going,登録して続ける,注册并继续使用,ลงทะเบียนและไปต่อ,Đăng ký và tiếp tục,,2026-06-10
page.login.demoSignupDescription,web,page.login.demoSignupDescription,page.login,login,description,imported,,,,,,,,,계정을 만든 뒤 새 병동을 만들면 이후에도 데이터를 이어서 관리할 수 있어요.,Create an account and a new ward to keep managing your data afterward.,アカウント作成後に新しい病棟を作成すると、以後もデータを継続して管理できます。,创建帐户后，您可以通过创建新病区来继续管理您的数据。,สร้างบัญชีและวอร์ดใหม่เพื่อจัดการข้อมูลของคุณต่อไป,Tạo một tài khoản và một khoa mới để tiếp tục quản lý dữ liệu của bạn sau này.,,2026-06-10
page.login.demoSignupTitle,web,page.login.demoSignupTitle,page.login,login,accessibility,imported,,,,,,,,,체험 계정을 정식 계정으로 전환해요,Convert your trial account to a full account,体験アカウントを正式アカウントに切り替えます,将您的试用帐户转换为完整帐户,แปลงบัญชีทดลองของคุณเป็นบัญชีเต็ม,Chuyển đổi tài khoản dùng thử của bạn thành tài khoản đầy đủ,,2026-06-10
page.login.description,web,page.login.description,page.login,login,description,imported,,,,,,,,,소셜 계정으로 듀팅을 시작해 보세요.,Start Dutying with your social account.,ソーシャルアカウントでDutyingを始めましょう。,使用您的社交帐户启动 Dutying。,เริ่ม Dutying ด้วยบัญชีโซเชียลของคุณ,Bắt đầu Dutying bằng tài khoản mạng xã hội của bạn.,,2026-06-10
page.login.email,web,page.login.email,page.login,login,text,imported,,,,,,,,,이메일,Email,メールアドレス,电子邮件,อีเมล,Email,,2026-06-10
page.login.emailPlaceholder,web,page.login.emailPlaceholder,page.login,login,input,imported,,,,,,,,,이메일을 입력하세요,Enter your email,メールアドレスを入力してください,请输入您的电子邮件,ใส่อีเมลของคุณ,Nhập email của bạn,,2026-06-10
page.login.emailSignupPlaceholder,web,page.login.emailSignupPlaceholder,page.login,login,input,imported,,,,,,,,,이메일을 입력해 주세요,Enter your email,メールアドレスを入力してください,请输入您的电子邮件,ใส่อีเมลของคุณ,Nhập email của bạn,,2026-06-10
page.login.feedback.emailVerified,web,page.login.feedback.emailVerified,page.login,login,text,imported,,,,,,,,,이메일 인증이 완료됐어요.,Email verification is complete.,メール認証が完了しました。,邮箱验证已完成。,การยืนยันอีเมลเสร็จสมบูรณ์,Xác minh email đã hoàn tất.,,2026-06-10
page.login.feedback.invalidCredentials,web,page.login.feedback.invalidCredentials,page.login,login,text,imported,,,,,,,,,이메일 또는 비밀번호가 올바르지 않아요.,Email or password is incorrect.,メールアドレスまたはパスワードが正しくありません。,您的电子邮件或密码不正确。,อีเมลหรือรหัสผ่านไม่ถูกต้อง,Email hoặc mật khẩu không đúng.,,2026-06-10
page.login.feedback.legacyInvalidCredentialsServerText,web,page.login.feedback.legacyInvalidCredentialsServerText,page.login,login,technical,imported,,,,,Legacy backend Korean error text used only for matching; do not localize.,,,,아이디 또는 비밀번호가 올바르지 않습니다.,아이디 또는 비밀번호가 올바르지 않습니다.,아이디 또는 비밀번호가 올바르지 않습니다.,您的 ID 或密码不正确。,ID หรือรหัสผ่านของคุณไม่ถูกต้อง,아이디 또는 비밀번호가 올바르지 않습니다.,,2026-06-10
page.login.feedback.loginFailed,web,page.login.feedback.loginFailed,page.login,login,feedback,imported,,,,,,,,,로그인하지 못했어요. 다시 시도해 주세요.,Could not sign in. Please try again.,ログインできませんでした。もう一度お試しください。,无法登录。请重试。,ไม่สามารถลงชื่อเข้าใช้ได้ โปรดลองอีกครั้ง,Không thể đăng nhập. Vui lòng thử lại.,,2026-06-10
page.login.feedback.passwordResetFailed,web,page.login.feedback.passwordResetFailed,page.login,login,feedback,imported,,,,,,,,,비밀번호를 변경하지 못했어요. 다시 시도해 주세요.,Could not change the password. Please try again.,パスワードを変更できませんでした。もう一度お試しください。,无法更改密码。请再试一次。,ไม่สามารถเปลี่ยนรหัสผ่านได้ โปรดลองอีกครั้ง,Không thể thay đổi mật khẩu. Vui lòng thử lại.,,2026-06-10
page.login.feedback.passwordResetSuccess,web,page.login.feedback.passwordResetSuccess,page.login,login,feedback,imported,,,,,,,,,비밀번호가 변경됐어요. 새 비밀번호로 로그인해 주세요.,Password changed. Sign in with your new password.,パスワードが変更されました。新しいパスワードでログインしてください。,密码已更改。请使用您的新密码登录。,เปลี่ยนรหัสผ่านแล้ว ลงชื่อเข้าใช้ด้วยรหัสผ่านใหม่ของคุณ,Mật khẩu đã thay đổi. Đăng nhập bằng mật khẩu mới của bạn.,,2026-06-10
page.login.feedback.passwordResetTokenVerified,web,page.login.feedback.passwordResetTokenVerified,page.login,login,text,imported,,,,,,,,,인증번호를 확인했어요. 새 비밀번호를 입력해 주세요.,Code verified. Enter a new password.,認証番号を確認しました。新しいパスワードを入力してください。,验证码已确认。请输入新密码。,ตรวจสอบรหัสแล้ว ป้อนรหัสผ่านใหม่,Mã đã được xác minh. Nhập mật khẩu mới.,,2026-06-10
page.login.feedback.signupFailed,web,page.login.feedback.signupFailed,page.login,login,feedback,imported,,,,,,,,,가입을 완료하지 못했어요. 다시 시도해 주세요.,Could not complete sign-up. Please try again.,登録を完了できませんでした。もう一度お試しください。,无法完成注册。请再试一次。,ไม่สามารถลงทะเบียนให้เสร็จสิ้นได้ โปรดลองอีกครั้ง,Không thể hoàn tất đăng ký. Vui lòng thử lại.,,2026-06-10
page.login.feedback.verificationFailed,web,page.login.feedback.verificationFailed,page.login,login,feedback,imported,,,,,,,,,인증 메일을 보내지 못했어요. 다시 시도해 주세요.,Could not send the verification email. Please try again.,認証メールを送信できませんでした。もう一度お試しください。,无法发送验证电子邮件。请再试一次。,ไม่สามารถส่งอีเมลยืนยันได้ โปรดลองอีกครั้ง,Không thể gửi email xác minh. Vui lòng thử lại.,,2026-06-10
page.login.feedback.verificationInvalid,web,page.login.feedback.verificationInvalid,page.login,login,text,imported,,,,,,,,,인증번호를 확인해 주세요.,Check the verification code.,認証コードを確認してください。,请检查认证号码。,ตรวจสอบรหัสยืนยัน,Kiểm tra mã xác minh.,,2026-06-10
page.login.feedback.verificationSent,web,page.login.feedback.verificationSent,page.login,login,text,imported,,,,,,,,,인증 메일을 보냈어요. 메일함에서 인증번호를 확인해 입력해 주세요.,We sent a verification email. Check your inbox and enter the code.,認証メールを送信しました。メールボックスで認証コードを確認して入力してください。,验证电子邮件已发送。请检查您邮箱中的验证码并输入。,เราได้ส่งอีเมลยืนยันแล้ว ตรวจสอบกล่องจดหมายของคุณและป้อนรหัส,Chúng tôi đã gửi email xác minh. Kiểm tra hộp thư đến của bạn và nhập mã.,,2026-06-10
page.login.forgotPassword,web,page.login.forgotPassword,page.login,login,text,imported,,,,,,,,,비밀번호 찾기,Forgot password,パスワードをお忘れですか？,查找密码,ลืมรหัสผ่าน,Quên mật khẩu,,2026-06-10
page.login.hasAccountPrompt,web,page.login.hasAccountPrompt,page.login,login,text,imported,,,,,,,,,이미 계정이 있나요?,Already have an account?,すでにアカウントをお持ちですか？,已经有帐户？,มีบัญชีอยู่แล้ว?,Đã có tài khoản?,,2026-06-10
page.login.hidePassword,web,page.login.hidePassword,page.login,login,text,imported,,,,,,,,,비밀번호 숨기기,Hide password,パスワードを非表示,隐藏您的密码,ซ่อนรหัสผ่าน,Ẩn mật khẩu,,2026-06-10
page.login.kakaoContinue,web,page.login.kakaoContinue,page.login,login,text,imported,,,,,,,,,카카오로 계속하기,Continue with Kakao,Kakaoで続ける,继续卡考,ต่อด้วย Kakao,Tiếp tục với Kakao,,2026-06-10
page.login.kakaoCta,web,page.login.kakaoCta,page.login,login,text,imported,,,,,,,,,카카오 계정으로 시작하기,Continue with Kakao,Kakaoアカウントで始める,开始使用 Kakao 帐户,ต่อด้วย Kakao,Tiếp tục với Kakao,,2026-06-10
page.login.kakaoStart,web,page.login.kakaoStart,page.login,login,text,imported,,,,,,,,,카카오로 시작하기,Start with Kakao,Kakaoで始める,从卡考开始,เริ่มต้นด้วย Kakao,Bắt đầu với Kakao,,2026-06-10
page.login.loginLink,web,page.login.loginLink,page.login,login,text,imported,,,,,,,,,로그인,Sign in,ログイン,登录,เข้าสู่ระบบ,Đăng nhập,,2026-06-10
page.login.loginVisualAria,web,page.login.loginVisualAria,page.login,login,accessibility,imported,,,,,,,,,듀팅 로그인 소개 이미지,Dutying sign-in visual,Dutyingログイン紹介画像,Dutying 登录介绍图,ภาพการลงชื่อเข้าใช้ Dutying,Hình ảnh đăng nhập bắt buộc,,2026-06-10
page.login.marketingConsent,web,page.login.marketingConsent,page.login,login,text,imported,,,,,,,,,마케팅 정보 수신에 동의해요.,I agree to receive marketing communications.,マーケティング情報の受信に同意します。,我同意接收营销信息。,ฉันยินยอมรับข้อมูลการตลาด,Tôi đồng ý nhận thông tin tiếp thị.,,2026-06-20
page.login.name,web,page.login.name,page.login,login,text,imported,,,,,,,,,이름,Name,名前,姓名,ชื่อ,Tên,,2026-06-10
page.login.namePlaceholder,web,page.login.namePlaceholder,page.login,login,input,imported,,,,,,,,,이름을 입력해 주세요,Enter your name,名前を入力してください,请输入您的姓名,ใส่ชื่อของคุณ,Nhập tên của bạn,,2026-06-10
page.login.newPassword,web,page.login.newPassword,page.login,login,text,imported,,,,,,,,,새 비밀번호,New password,新しいパスワード,新密码,รหัสผ่านใหม่,Mật khẩu mới,,2026-06-10
page.login.newPasswordConfirm,web,page.login.newPasswordConfirm,page.login,login,text,imported,,,,,,,,,새 비밀번호 확인,Confirm new password,新しいパスワード確認,确认新密码,ยืนยันรหัสผ่านใหม่,Xác nhận mật khẩu mới,,2026-06-10
page.login.newPasswordConfirmPlaceholder,web,page.login.newPasswordConfirmPlaceholder,page.login,login,input,imported,,,,,,,,,새 비밀번호를 다시 입력해 주세요,Enter the new password again,新しいパスワードをもう一度入力してください,请重新输入您的新密码,ป้อนรหัสผ่านใหม่อีกครั้ง,Nhập lại mật khẩu mới,,2026-06-10
page.login.newPasswordPlaceholder,web,page.login.newPasswordPlaceholder,page.login,login,input,imported,,,,,,,,,새 비밀번호를 입력해 주세요,Enter a new password,新しいパスワードを入力してください,请输入新密码,ป้อนรหัสผ่านใหม่,Nhập mật khẩu mới,,2026-06-10
page.login.nextImage,web,page.login.nextImage,page.login,login,text,imported,,,,,,,,,다음 이미지,Next image,次の画像,下一张图片,รูปภาพถัดไป,Hình ảnh tiếp theo,,2026-06-10
page.login.noAccountPrompt,web,page.login.noAccountPrompt,page.login,login,text,imported,,,,,,,,,아직 계정이 없나요?,No account yet?,アカウントをお持ちでないですか？,还没有帐户？,ยังไม่มีบัญชี?,Chưa có tài khoản?,,2026-06-10
page.login.optionalConsentLabel,web,page.login.optionalConsentLabel,page.login,login,text,imported,,,,,,,,,[선택],[Optional],[任意],[可选],[ไม่บังคับ],[Tùy chọn],,2026-06-20
page.login.password,web,page.login.password,page.login,login,text,imported,,,,,,,,,비밀번호,Password,パスワード,密码,รหัสผ่าน,Mật khẩu,,2026-06-10
page.login.passwordConfirm,web,page.login.passwordConfirm,page.login,login,text,imported,,,,,,,,,비밀번호 확인,Confirm password,パスワード確認,验证密码,ยืนยันรหัสผ่าน,Xác nhận mật khẩu,,2026-06-10
page.login.passwordConfirmPlaceholder,web,page.login.passwordConfirmPlaceholder,page.login,login,input,imported,,,,,,,,,비밀번호를 다시 입력해 주세요,Enter your password again,パスワードをもう一度入力してください,请重新输入您的密码,ป้อนรหัสผ่านของคุณอีกครั้ง,Nhập lại mật khẩu của bạn,,2026-06-10
page.login.passwordPlaceholder,web,page.login.passwordPlaceholder,page.login,login,input,imported,,,,,,,,,비밀번호를 입력하세요,Enter your password,パスワードを入力してください,请输入您的密码,ใส่รหัสผ่านของคุณ,Nhập mật khẩu của bạn,,2026-06-10
page.login.passwordResetSubmit,web,page.login.passwordResetSubmit,page.login,login,button,imported,,,,,,,,,비밀번호 재설정,Reset password,パスワード再設定,重置密码,รีเซ็ตรหัสผ่าน,Đặt lại mật khẩu,,2026-06-10
